url,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
https://www.nowness.com/,802.0,0.24438902743142144,0.22194513715710723,0,124,49,1597.1142578125,83.34037524954982,129,5,19
http://www.onesharedhouse2030.com,32.0,0.0,0.5,0,57,0,36.7734375,49.77692797960484,0,2,0
https://www.theinformation.com,1834.0,0.1183206106870229,0.13740458015267176,0,94,142,1431.9453125,91.79158323740104,37,13,6
http://findingsanctuary.nyc/,2.0,0.0,1.0,0,0,1,108.912109375,96.47884798163656,1,4,0
http://eltonjohn.com,626.0,0.1134185303514377,0.05910543130990415,0,3,37,82.9140625,34.45891830773579,15,12,0
http://sayyes.com/,428.0,0.23598130841121495,0.37616822429906543,1,9,23,64.916015625,83.44615940066792,11,10,9
http://guernica.museoreinasofia.es/en,438.0,0.02054794520547945,0.2534246575342466,0,10,26,3127.96484375,98.04048409071893,15,7,0
http://www.palomafaith.com,176.0,0.07386363636363637,0.6477272727272727,0,7,4,586.4833984375,94.6911127799267,19,4,0
https://www.architecturaldigest.com/,248.0,1.1088709677419355,0.31048387096774194,0,5,19,286.8408203125,81.23176440548131,42,14,18
https://2017.stateofeuropeantech.com/,98.0,0.061224489795918366,0.4387755102040816,0,0,15,702.05078125,46.160940325497286,6,5,0
http://www.moma.org,250.0,0.084,0.248,0,0,31,21524.98828125,99.29087686422594,11,9,0
http://spotify.me/,80.0,0.6625,0.075,0,0,4,2515.3076171875,95.64362739864308,0,7,0
http://www.ellentube.com,415.0,0.16626506024096385,0.17349397590361446,1,4,32,1323.9638671875,87.81889434470794,10,15,6
http://disruptionmag.com/,156.0,0.10897435897435898,0.33974358974358976,0,5,14,2623.03515625,98.79589931153825,7,12,0
https://www.carnegiehall.org/,297.0,0.46464646464646464,0.1414141414141414,0,19,29,739.224609375,84.85295244436342,4,5,15
https://www.studiomunge.com/,193.0,0.3471502590673575,0.5751295336787565,0,3,22,11167.666015625,99.70756465066822,36,12,0
http://awardserver.de/2017/BMW_COM/,267.0,0.07116104868913857,0.11610486891385768,0,6,3,1159.06640625,45.36820784508006,2,10,0
http://www.whitearkitekter.com,220.0,0.11363636363636363,0.031818181818181815,0,7,24,3380.361328125,17.83694305053604,7,11,0
http://history.laumeiersculpturepark.org,495.0,0.01616161616161616,0.18181818181818182,0,6,3,889.5400390625,81.6374991903514,10,4,0
http://film-makerscoop.com,513.0,0.5399610136452242,0.4171539961013645,0,26,2,2951.818359375,98.65562209734334,1,12,0
http://www.mondriaan.nl/en,41.0,0.07317073170731707,0.3170731707317073,0,2,4,1551.962890625,94.80395919985402,3,10,0
http://www.milkable.me,138.0,0.5434782608695652,0.2463768115942029,0,49,17,8414.740234375,19.87581315989636,10,14,12
https://nmai.si.edu/americans/,2582.0,0.12470952749806352,0.029047250193648334,0,34,0,2291.130859375,66.82916204555781,267,5,0
https://carjojo.com,189.0,0.0,0.13227513227513227,1,7,24,1344.162109375,89.06163952624995,15,3,10
http://viennesemodernism2018.info,143.0,0.4405594405594406,0.8741258741258742,4,1,28,7976.3310546875,56.59150492001298,45,12,0
http://200.hc.com/,70.0,0.07142857142857142,0.34285714285714286,0,0,8,2346.6005859375,98.10351493329571,2,5,0
http://seeingtheory.io,273.0,0.10989010989010989,0.03296703296703297,0,15,5,2761.9326171875,98.56927628306012,33,6,4
https://www.mmnz.co.nz/,211.0,0.14218009478672985,0.10426540284360189,0,8,43,1250.0732421875,71.85672714489385,10,8,7
https://brandbeats.basicagency.com/,52.0,0.21153846153846154,0.7884615384615384,0,0,1,2497.755859375,6.3453443755371035,0,3,0
https://www.futurelibrary.no,2.0,0.0,0.0,1,0,0,4281.365234375,14.476366740128801,1,2,0
http://ed.ted.com,44.0,0.75,0.2727272727272727,0,1,21,25.533203125,43.97230933986078,2,5,1
http://thezebra.com,889.0,0.40382452193475815,0.21147356580427445,0,8,110,97.68359375,63.05334506338225,53,5,0
http://flintisaplace.com/,108.0,0.05555555555555555,0.37037037037037035,0,16,5,31853.6962890625,99.92265050921748,49,3,0
http://www.moma.org,250.0,0.084,0.248,0,0,31,28220.7509765625,99.466746007663,11,9,0
http://www.children.org,798.0,0.2794486215538847,0.24561403508771928,3,51,75,656.1669921875,30.49314273382794,27,17,32
http://ie.com.au/webby-award-lexus,1786.0,0.03471444568868981,0.07278835386338185,1,36,6,547.6015625,92.30682807127673,23,9,0
https://dataafrica.io/,45.0,0.37777777777777777,0.35555555555555557,0,0,23,10281.6279296875,99.53182761993837,10,10,0
https://www.globalxplorer.org/,231.0,0.07792207792207792,0.14285714285714285,0,8,33,41.0927734375,42.049478362128376,24,10,22
http://Primerstori.es,202.0,0.0,0.08415841584158416,0,0,18,1011.474609375,96.37953174028482,28,5,0
http://www.masterclass.com,2288.0,0.45323426573426573,0.4956293706293706,0,208,21,278.6767578125,65.75613687733254,181,4,2
https://hbr.org/,704.0,0.2471590909090909,0.37642045454545453,0,0,133,2923.58984375,85.80792823463234,22,11,53
http://lemonade-rage.com/game/,74.0,0.22972972972972974,0.0945945945945946,0,6,5,491.3662109375,98.98024282582642,8,3,0
http://careers.nationalgrid.com/,502.0,0.13545816733067728,0.029880478087649404,0,16,16,3189.4853515625,98.4090485307405,11,7,60
https://sharemylesson.com/,777.0,0.1583011583011583,0.3333333333333333,0,22,14,1253.642578125,94.24871273554407,27,6,0
https://investingforpeople.com,33.0,0.6666666666666666,0.12121212121212122,0,5,1,1567.8798828125,99.21233702209081,0,3,0
http://www.yuwa-india.org/,779.0,0.14377406931964057,0.03979460847240052,0,26,12,1827.421875,96.28126202385533,3,21,7
http://www.pillandpillow.com/vhk/site/,4.0,0.0,0.0,0,0,4,3480.9541015625,14.733551466027324,7,4,6
https://www.kourtneykardashian.com/,147.0,0.1564625850340136,0.2585034013605442,0,16,14,856.8955078125,93.80394114382291,14,13,0
https://medium.com/@thelilynews/the-lily-webby-award-entry-aea6c2ad64ef,225.0,0.044444444444444446,0.11555555555555555,0,4,26,80.3388671875,21.702505257272055,15,6,0
http://arts.ny.gov/,994.0,0.14688128772635814,0.18209255533199195,0,16,38,6377.82421875,98.69187853665319,74,11,0
https://www.buzzfeed.com/tools/email,742.0,0.7479784366576819,0.07412398921832884,0,4,37,722.705078125,90.56658333896358,1,8,2
https://myturbotax.intuit.com/,110.0,0.0,0.045454545454545456,0,2,11,1009.0927734375,35.558123352988595,12,4,0
http://bwc.thelab.dc.gov/,916.0,0.021834061135371178,0.14410480349344978,1,19,26,2947.17578125,98.2541217293569,4,7,2
https://www.imaginaryfriendsociety.com/,2.0,0.0,1.0,0,0,2,443.81640625,76.01635318658299,3,10,0
http://tumblr.com,324.0,0.16049382716049382,0.08641975308641975,0,8,7,6587.4130859375,96.94035040488407,28,8,11
http://interactive-salaryman.com/pieces/electioninthedark_e/,844.0,0.0,0.052132701421800945,0,10,2,207.1259765625,87.64716144028439,6,5,0
http://www.klarna.com,117.0,0.02564102564102564,0.1111111111111111,0,3,29,439.17578125,82.79558654795471,19,6,0
http://www.refinery29.com/file/5377/refinery29-2018-webby-email-entry.html,202.0,0.693069306930693,0.3217821782178218,53,156,27,7.8193359375,0.0,53,7,0
http://www.coachella.com,88.0,0.13636363636363635,0.4431818181818182,0,1,6,998.046875,60.605675146771034,0,17,0
https://casestudies.work/pfweb,305.0,0.019672131147540985,0.14754098360655737,0,22,1,329.080078125,92.23243060377828,36,16,0
http://award.i-studio.co.jp/2017_converse-allstar-100/pc/,25.0,0.0,0.52,0,48,0,8292.654296875,93.8030740214125,238,12,0
http://www.apartmenttherapy.com/email,141.0,0.06382978723404255,0.3546099290780142,0,3,26,760.1005859375,86.79952154769812,5,3,0
https://www.globalxplorer.org/,231.0,0.07792207792207792,0.14285714285714285,0,8,33,41.06640625,42.07647674307999,24,10,22
http://www.collegehumor.com,66.0,0.15151515151515152,0.19696969696969696,0,4,1,2.708984375,0.0,1,4,0
https://www.epicurious.com,1015.0,0.21182266009852216,0.16748768472906403,0,20,17,788.2744140625,83.40966782417588,17,4,0
https://manncenter.org/,230.0,0.32608695652173914,0.043478260869565216,1,3,15,12722.44140625,29.84272838503567,26,9,0
https://www.177milkstreet.com/recipes/tea-rubbed-maple-turkey,1034.0,0.23984526112185686,0.344294003868472,0,57,5,3645.2001953125,95.84095630893043,28,5,0
http://complexcon.com,41.0,0.2926829268292683,1.024390243902439,0,4,12,1079.7607421875,97.54946073665408,22,11,12
http://workingnotworking.com,616.0,0.12012987012987013,0.14285714285714285,0,14,34,553.7021484375,48.37642925549083,38,6,0
http://everytownresearch.org/navigator/,860.0,0.10465116279069768,0.10697674418604651,0,12,53,5061.31640625,5.300602687202332,6,3,2
http://www.caledoniaspirits.com,265.0,0.12452830188679245,0.5509433962264151,0,13,10,1332.7509765625,94.01818811976227,13,3,4
http://destroyer.la,481.0,0.0,0.7068607068607069,0,8,12,1876.0380859375,92.39488762211339,15,3,0
https://i-d.vice.com/en_us,728.0,0.2692307692307692,0.12637362637362637,0,2,30,635.5205078125,79.53187977989253,73,8,0
https://artisantalent.com/,368.0,0.09782608695652174,0.3858695652173913,1,7,29,562.6904296875,85.0314563645988,14,5,0
https://yonacare.com/,370.0,0.043243243243243246,0.2918918918918919,11,0,10,369.8359375,83.65565390058937,24,2,19
https://wilkmazz.com/,7819.0,0.0,0.09566440721319862,0,194,8,86.6015625,64.851150202977,14,9,0
http://www.thecut.com/,1475.0,0.05627118644067797,0.15050847457627117,0,0,104,785.80859375,47.90174332768297,57,2,1
https://careers.underarmour.com,1604.0,0.07356608478802992,0.13154613466334164,0,60,22,18.296875,0.0,43,6,0
https://spectrumnews.org,564.0,0.8368794326241135,0.35106382978723405,0,41,103,1081.5810546875,79.37508295418942,53,9,0
https://www.whitecase.com/careers/,470.0,0.059574468085106386,0.02553191489361702,0,12,21,4100.0283203125,87.39035482081512,12,8,5
http://www.nasa.gov,204.0,0.00980392156862745,0.18137254901960784,0,0,47,9674.8427734375,98.64854675549374,3,10,1
https://www.them.us/,530.0,0.2509433962264151,0.13962264150943396,1,12,7,938.6103515625,88.58737099913957,25,5,0
http://www.adultswim.com/music/singles-2017/,51.0,0.0,0.09803921568627451,0,2,11,1353.0478515625,78.85091600921241,9,7,0
http://notyourstandard.com,455.0,0.6241758241758242,0.389010989010989,0,12,54,3673.76171875,98.70234230709114,117,9,0
https://experiments.withgoogle.com/webvr/inside-music/view/,13.0,1.0769230769230769,0.6923076923076923,0,10,2,3203.4541015625,78.53223616963744,18,4,5
http://cr.org,1118.0,0.20930232558139536,0.10286225402504472,1,43,88,901.9873046875,94.17237328598418,37,14,0
https://www.girlboss.com/,1735.0,0.5515850144092219,0.10317002881844381,0,188,35,24631.8544921875,95.80662013536127,7,12,0
https://lnwy.co,3915.0,0.2648786717752235,0.04061302681992337,1,57,205,389.685546875,84.03184659105148,176,13,0
http://www.bigsound.buzz,15.0,0.7333333333333333,0.0,0,1,1,133.32421875,89.87284287011808,0,5,0
http://nytrainproject.com/,35.0,0.08571428571428572,0.7714285714285715,0,0,29,339.7109375,86.6085596669963,2,4,0
http://maketrumptweetseightagain.com,0.0,0.0,0.0,0,2,0,2397.0869140625,99.69783473348387,3,17,0
https://www.preludefertility.com/,455.0,0.07692307692307693,0.017582417582417582,0,26,26,405.6396484375,25.772615106831175,22,11,0
http://teamcoco.com,296.0,0.17567567567567569,0.06418918918918919,0,15,23,75.669921875,66.49588312727461,3,9,0
https://www.wellandgood.com/,2.0,176.5,1.0,0,42,0,1142.5166015625,90.39332887155462,62,7,0
https://www.aesop.com/us/,248.0,0.24596774193548387,0.016129032258064516,0,9,27,5941.5791015625,97.71859036974105,12,7,0
https://www.theperspective.com/,1001.0,0.5054945054945055,0.6913086913086913,0,38,214,647.546875,88.07971189344401,58,10,11
http://www.adultswim.com/etcetera/elastic-man/,193.0,0.0,0.533678756476684,0,0,54,90.703125,69.64362618432386,52,8,0
https://theconditionalorchestra.com/,44.0,0.4318181818181818,0.0,0,15,4,297.734375,96.67639727105747,6,5,0
http://www.theintercept.com,304.0,0.4276315789473684,0.3256578947368421,0,7,15,898.5205078125,60.74775700071189,7,13,0
https://www.gq.com/,482.0,0.2987551867219917,0.15767634854771784,0,4,43,68.4326171875,69.46271851587585,22,15,25
http://www.whatiseewhenilookat.com/,100.0,0.19,0.43,0,2,12,13304.4423828125,95.47604701172929,58,5,4
https://www.washingtonpost.com/,1985.0,0.0,0.07204030226700252,0,0,214,693.6416015625,83.17346882747727,59,2,16
https://nowanthen.com,29.0,0.13793103448275862,3.9310344827586206,0,0,82,751.55859375,79.01704270812219,33,13,33
http://getcoleman.com/,90.0,0.0,0.2,0,0,6,3751.9541015625,98.990604114887,21,1,0
https://nextstop.temple.edu/,142.0,0.028169014084507043,0.2605633802816901,0,2,4,1674.265625,98.13420996145699,17,9,0
http://www.factcheck.org/,677.0,0.2968980797636632,0.0827178729689808,1,23,49,290.76171875,87.02928729764224,58,11,1
https://broadly.vice.com,739.0,0.22462787550744248,0.15832205683355885,0,2,30,655.84765625,77.97920749030656,66,10,0
http://www.thegreat.agency,42.0,0.0,0.16666666666666666,1,0,0,1347.7919921875,99.25550977111726,42,5,0
https://admission.princeton.edu,280.0,0.2,0.16785714285714284,0,1,33,5359.62109375,35.88925945820272,7,6,0
http://adage.com/,907.0,2.0694597574421167,0.2723263506063947,0,27,81,1537.009765625,94.7685301080502,95,11,27
http://jetty.com,799.0,0.02252816020025031,0.06508135168961202,1,6,29,1992.0595703125,42.68739806330701,38,10,0
http://goggles.wedze.com/winter-2017-2018/en,73.0,0.0958904109589041,0.2191780821917808,0,2,5,2276.89453125,49.74081508359282,12,6,0
http://www.johnsonbanks.co.uk,105.0,3.4285714285714284,0.009523809523809525,0,0,1,585.46875,80.65068721643982,0,14,0
http://www.bigmammagroup.com,69.0,0.391304347826087,0.4057971014492754,0,50,10,524.80859375,72.11836904823932,12,14,0
https://solarsystem.nasa.gov,449.0,0.18040089086859687,0.31403118040089084,0,17,83,13047.0673828125,50.04815423006113,76,8,0
http://www.hbo.com,706.0,0.026912181303116147,0.2818696883852691,0,66,52,6049.861328125,98.38643964269583,41,7,6
http://ueno.co,190.0,0.4789473684210526,0.010526315789473684,0,0,46,49.2470703125,36.23311983184279,2,9,0
https://www.theparkerpalmsprings.com/home/,0.0,0.0,0.0,0,0,0,21.1298828125,83.52359384387854,2,13,0
http://www.zagrat.com,199.0,0.18592964824120603,0.17587939698492464,0,10,8,583.2255859375,94.67368135520567,25,10,0
http://vis.sciencemag.org/space-graveyard/,406.0,0.029556650246305417,0.09359605911330049,0,39,8,2702.822265625,59.44636140608233,43,17,1
http://www.grandmapartyhotline.com,45.0,0.4,0.7777777777777778,0,6,16,69.6787109375,86.02402208798756,2,3,0
https://www.juilliard.edu/,790.0,0.17974683544303796,0.11392405063291139,0,13,46,2310.2314453125,92.40128724251028,2,12,0
https://ulxplorlabs.org/fire-forensics/,144.0,0.027777777777777776,0.06944444444444445,0,3,1,555.9189453125,96.41798753120274,1,6,0
https://rewind2017.withyoutube.com/,0.0,0.0,0.0,0,0,0,3601.17578125,76.74045260825186,9,5,0
http://tokyomoderntradition.1843magazine.com,152.0,0.07236842105263158,0.16447368421052633,0,6,1,1453.9697265625,74.98974050703052,41,10,4
http://natakhtari.co,13.0,0.38461538461538464,0.5384615384615384,0,1,2,348.6259765625,87.34793119192814,25,1,0
https://www.quantamagazine.org/,764.0,0.5052356020942408,0.12172774869109948,0,19,81,628.458984375,89.37132308380805,37,5,1
https://dschool.stanford.edu/,598.0,0.18394648829431437,0.18729096989966554,0,48,57,1732.89453125,81.5124284017213,7,7,6
https://real-estate-stained-glass.hello-jury.com/,109.0,0.11926605504587157,1.0,0,1,2,189.84765625,95.6682990061933,0,8,0
https://www.nationalgeographic.com/magazine/2017/04/seven-things-to-know-about-climate-change/,1605.0,0.1264797507788162,0.2012461059190031,0,68,23,964.265625,80.41083321180302,23,4,0
http://www.viceland.com,389.0,0.16452442159383032,0.37789203084832906,0,4,22,509.048828125,90.84287101019441,52,12,0
http://earth.stanford.edu,573.0,0.3054101221640489,0.2530541012216405,0,30,74,3109.51953125,98.12015647513871,32,15,0
http://volcano.si.axismaps.io/,33.0,0.24242424242424243,0.12121212121212122,0,29,0,1130.7119140625,78.31729353309456,4,3,22
https://www.digitaltheatreplus.com,2482.0,0.13215149073327961,0.06688154713940371,0,9,14,6731.978515625,21.972972980814227,41,4,0
http://as.ouiwill.com/,37.0,0.7297297297297297,1.4594594594594594,0,2,18,1215.6328125,93.86660432773569,15,13,0
https://www.nationalgeographic.com/science/2017/09/cassini-saturn-nasa-3d-grand-tour/,2123.0,0.07819123881300047,0.11822892133772962,0,76,24,9935.587890625,25.47530273612002,46,11,2
https://www.nationalgeographic.com/photography/,3057.0,0.6421328099443899,0.20183186130193,0,12,80,1436.6220703125,81.68684543073522,471,16,0
http://oscars.mpaa.org/,291.0,0.21993127147766323,0.15463917525773196,0,100,2,4816.4384765625,98.9161670248354,38,4,16
http://www.garageproject.co.nz,61.0,0.22950819672131148,0.22950819672131148,0,6,3,180.5048828125,84.73249403528514,5,4,0
http://www.espn.com/espn/feature/story/_/page/body/espn-body-issue-2017,5.0,0.0,1.0,0,0,0,26.919921875,35.25357324240006,1,1,0
https://www.mendo.nl/,709.0,0.028208744710860368,0.1071932299012694,0,123,36,1315.767578125,90.93410304405847,11,9,0
http://www.slate.com/articles/news_and_politics/politics/2017/11/the_year_in_push_alerts_how_breaking_news_became_our_lives.html,6452.0,0.007904525728456293,0.040297582145071294,3,75,26,6048.3515625,99.03531308246436,27,5,0
http://nationalgeographic.org,1164.0,0.27319587628865977,0.28264604810996563,0,52,34,2493.208984375,91.1755604873551,12,6,0
https://scars.forhonorgame.com/en-GB/index.html,79.0,0.35443037974683544,0.3670886075949367,1,5,2,54786.30078125,20.952453542325284,90,2,9
https://www.nationalgeographic.org/projects/photo-ark/,339.0,0.2182890855457227,0.24188790560471976,1,95,15,1784.3486328125,75.61528109270441,33,8,16
http://ueno.co,190.0,0.4789473684210526,0.005263157894736842,0,0,46,49.2470703125,36.23311983184279,2,8,0
http://www.pipipi.de/synesthesia.html,208.0,0.04326923076923077,0.03365384615384615,0,12,4,7028.2216796875,12.477929730568679,2,6,0
https://play.lso.co.uk/,46.0,0.13043478260869565,0.043478260869565216,0,5,0,987.8447265625,60.83477583478078,4,2,0
https://marketfinder.thinkwithgoogle.com,248.0,0.14919354838709678,0.04032258064516129,0,6,9,888.244140625,76.62677200674611,23,5,1
https://rewind2017.withyoutube.com/,0.0,0.0,0.0,0,0,0,3012.6591796875,73.00790965726331,9,5,0
http://imagineaschool.com/,23.0,1.0434782608695652,0.43478260869565216,0,11,0,198.0966796875,87.50018486475295,0,6,0
http://www.the-artery.com,16.0,0.0,0.0625,0,0,0,39984.298828125,99.96225569206585,23,2,0
https://www.ge.com/digitalvolcano/,1969.0,0.22397155916708988,0.11173184357541899,0,170,0,14726.7412109375,72.49416005097551,80,3,0
http://mausoleo-case.preview-havas.it/,60.0,0.15,0.05,0,4,0,394.58984375,96.47799831708163,7,2,0
https://www.karmaautomotive.com/create,47.0,0.5531914893617021,0.19148936170212766,1,8,3,962.5126953125,88.76820821153942,10,9,0
http://www.magicleap.com,99.0,0.1111111111111111,0.10101010101010101,0,3,15,2044.318359375,61.66538166469378,3,11,0
https://www.nationofsecondchances.org/,104.0,0.0673076923076923,0.5673076923076923,0,2,8,218.55078125,55.20831471518704,7,15,1
https://www.duvine.com/,479.0,0.16075156576200417,0.10438413361169102,0,17,43,5377.6865234375,95.50934843431271,26,7,0
http://www.achievement.org/,839.0,0.01907032181168057,0.3289630512514899,0,0,48,2953.740234375,98.85962911165994,54,15,4
https://searchingforsyria.org/en/,1310.0,0.6343511450381679,0.06259541984732825,0,88,0,2179.439453125,94.57366564116167,13,8,129
https://www.newyorker.com/,1323.0,0.3167044595616024,0.05215419501133787,1,63,231,1264.8232421875,84.21754830799449,15,8,9
https://www.teenvogue.com/tag/thigh-high-politics,405.0,0.08148148148148149,0.16296296296296298,1,2,24,921.9931640625,72.16024217234867,17,8,0
https://www.theparisreview.org,474.0,0.3860759493670886,0.16244725738396623,0,62,14,6616.189453125,98.30792070468716,38,9,0
http://highline.huffingtonpost.com/articles/en/gun-violence/,8259.0,0.0010897203051216855,0.03281268918755297,0,93,7,3308.3740234375,91.69953730693449,21,12,1
http://www.bbc.com/longform,1101.0,0.43415077202543145,0.11534968210717529,0,7,118,272.783203125,54.650771488919915,68,14,0
http://bearsears.patagonia.com/,87.0,0.22988505747126436,0.27586206896551724,0,68,0,3699.9658203125,98.58019697711524,46,6,0
http://www.funnyordie.com,66.0,0.15151515151515152,0.19696969696969696,0,4,1,2.6982421875,0.0,1,4,0
http://mausoleo-case.preview-havas.it,60.0,0.15,0.05,0,4,0,394.5927734375,96.47802446648171,7,2,0
http://behance.net,0.0,0.0,0.0,0,2,193,118.04296875,71.00251497402297,119,7,0
http://loans4sme.com,677.0,0.04579025110782865,0.0723781388478582,0,15,18,2876.05078125,90.0592378600756,15,16,3
https://www.tolerance.org,418.0,0.2799043062200957,0.26555023923444976,0,4,52,2383.291015625,85.55851488840356,40,11,7
http://pioneeringwomen.bwaf.org,115.0,0.10434782608695652,0.05217391304347826,0,4,29,1271.5205078125,95.8548028973063,28,4,5
http://www.greatbigstory.com,841.0,0.005945303210463734,0.43162901307966706,0,17,66,518.265625,87.11127106635715,5,13,0
http://www.iodine.com,1011.0,0.03165182987141444,0.10583580613254204,0,3,46,209.72265625,93.34174598148597,15,8,0
http://tour.stevens.edu,11.0,0.0,0.09090909090909091,0,0,4,1047.1630859375,69.29650888981111,50,13,0
https://www.pbs.org/newshour/,1119.0,0.041108132260947276,0.0938337801608579,0,119,107,101.9482421875,50.58096652138512,77,7,0
https://www.yeti.com/,226.0,0.18584070796460178,0.504424778761062,0,20,27,3041.0390625,91.21108250931913,72,10,2
https://noheroes.ghostrecon.com,0.0,0.0,0.0,0,17,0,8629.6015625,46.78391691389286,4,5,2
http://www.smithsonian.com,1003.0,0.6939182452642074,0.3270189431704885,0,5,107,622.0029296875,85.04029478860348,82,7,21
https://my.pottermore.com/hogwarts,4.0,0.0,0.25,1,0,0,1559.3193359375,36.80410686002694,2,7,0
https://visitmaine.com/quarterly/chasingthesun,92.0,0.25,0.03260869565217391,0,3,0,283.478515625,95.37449790204009,9,16,0
